filename,expression_error
0319.png,0.15415404736995697
0320.png,0.1772262454032898
0321.png,0.1922738254070282
0322.png,0.15018288791179657
0323.png,0.2465517818927765
0324.png,0.2112542986869812
0325.png,0.16057337820529938
0326.png,0.1379132717847824
0327.png,0.23301063477993011
0328.png,0.19825714826583862
0329.png,0.2030026912689209
0330.png,0.13577920198440552
0331.png,0.19736844301223755
0332.png,0.10584098100662231
0333.png,0.12996579706668854
0334.png,0.2503616213798523
0335.png,0.15156705677509308
0336.png,0.190861314535141
0337.png,0.12262465059757233
0338.png,0.1435701847076416
0339.png,0.2687710225582123
0340.png,0.2058899700641632
0341.png,0.16633233428001404
0342.png,0.1807984858751297
0343.png,0.1293671578168869
0344.png,0.12496337294578552
0345.png,0.14520424604415894
0346.png,0.12579400837421417
0347.png,0.1639220416545868
0348.png,0.08496061712503433
0349.png,0.16257092356681824
0350.png,0.1112455278635025
0351.png,0.17506927251815796
0352.png,0.15751101076602936
0353.png,0.174760639667511
0354.png,0.1902191936969757
0355.png,0.17099536955356598
0356.png,0.15141066908836365
0357.png,0.14474527537822723
0358.png,0.07915326952934265
0359.png,0.12325233966112137
0360.png,0.18108803033828735
0361.png,0.10985567420721054
0362.png,0.1750197857618332
0363.png,0.2045479565858841
0364.png,0.17612019181251526
0365.png,0.24123987555503845
0366.png,0.11559490859508514
0367.png,0.13970579206943512
0368.png,0.14532312750816345
0369.png,0.18829263746738434
0370.png,0.17247702181339264
0371.png,0.12221243977546692
0372.png,0.1331760138273239
0373.png,0.12637604773044586
0374.png,0.20149199664592743
0375.png,0.20774295926094055
0376.png,0.19928351044654846
0377.png,0.13986942172050476
0378.png,0.184518501162529
0379.png,0.17821379005908966
0380.png,0.2875514328479767
0381.png,0.15359844267368317
0382.png,0.186958447098732
0383.png,0.21497756242752075
0384.png,0.2379809021949768
0385.png,0.1554030478000641
0386.png,0.1499745398759842
0387.png,0.15433333814144135
0388.png,0.23969565331935883
0389.png,0.15750591456890106
0390.png,0.13061794638633728
0391.png,0.11902769654989243
0392.png,0.10368795692920685
0393.png,0.16963446140289307
0394.png,0.16768254339694977
0395.png,0.12514403462409973
0396.png,0.17828640341758728
0397.png,0.1190502867102623
0398.png,0.17698878049850464
0399.png,0.2056950032711029
0400.png,0.11531861871480942
0401.png,0.1264348030090332
0402.png,0.1443534791469574
0403.png,0.15082000195980072
0404.png,0.18054871261119843
0405.png,0.20025165379047394
0406.png,0.20388077199459076
0407.png,0.176611065864563
0408.png,0.17508834600448608
0409.png,0.15181505680084229
0410.png,0.16803719103336334
0411.png,0.08505402505397797
0412.png,0.18423022329807281
0413.png,0.1283963918685913
0414.png,0.11292482912540436
0415.png,0.1654113233089447
0416.png,0.1383095234632492
0417.png,0.09788242727518082
0418.png,0.12848101556301117
0419.png,0.1988445222377777
0420.png,0.24741965532302856
0421.png,0.09389956295490265
0422.png,0.16600297391414642
0423.png,0.27629658579826355
0424.png,0.1875215768814087
0425.png,0.12102300673723221
0426.png,0.18513639271259308
0427.png,0.22235651314258575
0428.png,0.159999281167984
0429.png,0.1277119368314743
0430.png,0.2017202526330948
0431.png,0.10879769921302795
0432.png,0.11632562428712845
0433.png,0.10480953007936478
0434.png,0.21521307528018951
0435.png,0.14566944539546967
0436.png,0.12810170650482178
0437.png,0.16387303173542023
0438.png,0.11926670372486115
0439.png,0.2048022598028183
0440.png,0.19219517707824707
0441.png,0.1871102899312973
0442.png,0.13149699568748474
0443.png,0.21429094672203064
0444.png,0.23045052587985992
0445.png,0.19343186914920807
0446.png,0.14863504469394684
0447.png,0.10978323966264725
0448.png,0.1317010372877121
0449.png,0.1252584606409073
0450.png,0.11848083138465881
0451.png,0.1779220998287201
0452.png,0.17376554012298584
0453.png,0.19530658423900604
0454.png,0.16904723644256592
0455.png,0.15920500457286835
0456.png,0.1407058984041214
0457.png,0.17089004814624786
0458.png,0.23374630510807037
0459.png,0.14301659166812897
0460.png,0.21181434392929077
0461.png,0.12797605991363525
0462.png,0.11608611047267914
